,title,price,link
73,Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹18,890",/infinix-inbook-x1-neo-series-celeron-quad-core-4-gb-128-gb-ssd-windows-11-home-xl22-thin-light-laptop/p/itmae138fef398f7?pid=COMGG3S9GZK2H5CM&lid=LSTCOMGG3S9GZK2H5CMPQJGRL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_74&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMGG3S9GZK2H5CM.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
74,Infinix INBook X1 Neo Series Celeron Quad Core - (8 GB/256 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹22,890",/infinix-inbook-x1-neo-series-celeron-quad-core-8-gb-256-gb-ssd-windows-11-home-xl22-thin-light-laptop/p/itm83e1c68ae336a?pid=COMGG3S9XZV4PWHB&lid=LSTCOMGG3S9XZV4PWHB7QYYCQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_75&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMGG3S9XZV4PWHB.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
75,Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹46,990",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_76&otracker=search&fm=organic&iid=en_JWLa8k43QhBWxxKXQR5irruDU6GUtfam4%2F6AL1Zs1ijH7rgB6JJurRs%2BT%2FJ98ctRIISCW0zrU1nCJjOd%2FRaRgA%3D%3D&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
76,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX...,"₹55,890",/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lh-hn310w-laptop/p/itm2aff3fc0e3cbb?pid=COMGD6KGRF4CZ2PB&lid=LSTCOMGD6KGRF4CZ2PBNRNYWO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_77&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMGD6KGRF4CZ2PB.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
77,Lenovo Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,"₹34,890",/lenovo-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itm0557881506f34?pid=COMGAPAGGHK72PZX&lid=LSTCOMGAPAGGHK72PZXHBNRY3&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_78&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMGAPAGGHK72PZX.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
78,Lenovo Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL6 Thin and Light Laptop,"₹35,890",/lenovo-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14itl6-thin-light-laptop/p/itm16e2c83bcc665?pid=COMGHMH6GVJ79VCH&lid=LSTCOMGHMH6GVJ79VCHBBOVIV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_79&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMGHMH6GVJ79VCH.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
79,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"₹33,990",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-thin-light-laptop/p/itm0e009f57a591b?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_80&otracker=search&fm=organic&iid=en_JWLa8k43QhBWxxKXQR5irruDU6GUtfam4%2F6AL1Zs1iiUFp6g39TbfmNkNNxxE3QlL5jhQWpdvx1OYmo5B%2BTaig%3D%3D&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
80,HP Pavilion Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE0208AU Thin and Light Lapt...,"₹73,790",/hp-pavilion-ryzen-7-octa-core-5800u-16-gb-1-tb-ssd-windows-11-home-13-be0208au-thin-light-laptop/p/itmf23bd08a9fa3c?pid=COMG8CY8EZG2SHRW&lid=LSTCOMG8CY8EZG2SHRWCUV70X&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_81&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMG8CY8EZG2SHRW.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
81,HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv2053TU Thin and Light Laptop,"₹60,890",/hp-pavilion-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-14-dv2053tu-thin-light-laptop/p/itmc1b233b426414?pid=COMGEG3ZBTGC2VYW&lid=LSTCOMGEG3ZBTGC2VYW0YPM7K&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_82&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMGEG3ZBTGC2VYW.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
82,HP Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1559AU Thin and Light Laptop,"₹30,780",/hp-athlon-dual-core-3050u-8-gb-512-gb-ssd-windows-11-home-15s-eq1559au-thin-light-laptop/p/itm805c7d908648d?pid=COMGG63HRV3GFN4G&lid=LSTCOMGG63HRV3GFN4GQCQPAT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_83&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMGG63HRV3GFN4G.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
83,ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹54,890",/asus-tuf-gaming-a15-ryzen-5-hexa-core-amd-r5-4600h-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fa506ihrz-hn112w-laptop/p/itm20d472c5059c0?pid=COMGGJZFJRZY45WX&lid=LSTCOMGGJZFJRZY45WXD02LFG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_84&otracker=search&fm=organic&iid=en_JWLa8k43QhBWxxKXQR5irruDU6GUtfam4%2F6AL1Zs1igD7DJv3eqnnC80CT5hhHA%2BDgM%2Fy%2BpZK%2BFBmxUGjT0Reg%3D%3D&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
84,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Light Laptop,"₹30,990",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-15itl05-thin-light-laptop/p/itmfeceb3575a35f?pid=COMGHA9RPMRF2BAR&lid=LSTCOMGHA9RPMRF2BARYJMPBY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_85&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMGHA9RPMRF2BAR.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
85,realme Book(Slim) Intel Evo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Lig...,"₹43,890",/realme-book-slim-intel-evo-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-rmnb1002-thin-light-laptop/p/itm33d2663d94e5a?pid=COMG5YDPM8FZZWMQ&lid=LSTCOMG5YDPM8FZZWMQQUOXEB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_86&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMG5YDPM8FZZWMQ.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
86,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"₹64,890",/lenovo-ideapad-gaming-3-ryzen-7-octa-core-amd-r7-5800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-gaming3-16ach6d2-laptop/p/itme8788e71e5e2b?pid=COMGGMRSDDRGKFGU&lid=LSTCOMGGMRSDDRGKFGUT5XTRV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_87&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMGGMRSDDRGKFGU.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
87,Lenovo IdeaPad 3 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Laptop,"₹51,990",/lenovo-ideapad-3-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itm496ac469abb9e?pid=COMGFM5BHPZWTFST&lid=LSTCOMGFM5BHPZWTFSTRRCS5G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_88&otracker=search&fm=organic&iid=en_JWLa8k43QhBWxxKXQR5irruDU6GUtfam4%2F6AL1Zs1ihyAdU9eaxhDDOot%2FBZTh7Oul5JO0vA%2BNes7IY7%2B9G57g%3D%3D&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
88,HP Pavilion Gaming Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"₹54,890",/hp-pavilion-gaming-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-15-dk2100tx-laptop/p/itm3e87dbc5f071a?pid=COMG57NEE59SZD95&lid=LSTCOMG57NEE59SZD95G89GML&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_89&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMG57NEE59SZD95.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
89,HP 15s Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15s-GR0012AU Laptop,"₹37,990",/hp-15s-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-15s-gr0012au-laptop/p/itm9e1f8deeed35f?pid=COMFZHFWBE7APPH2&lid=LSTCOMFZHFWBE7APPH2PLTTEQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_90&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMFZHFWBE7APPH2.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
90,ASUS VivoBook 14 (2022) Ryzen 3 Dual Core AMD R3-3250U - (8 GB/256 GB SSD/Windows 11 Home) M515DA-BR32...,"₹24,890",/asus-vivobook-14-2022-ryzen-3-dual-core-amd-r3-3250u-8-gb-256-gb-ssd-windows-11-home-m515da-br322ws-thin-light-laptop/p/itm3e74b75d052c0?pid=COMGCG2GRZ7QVCDY&lid=LSTCOMGCG2GRZ7QVCDYDDOYQD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_91&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMGCG2GRZ7QVCDY.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
91,Lenovo IdeaPad 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Xe) 15IAU7...,"₹56,990",/lenovo-ideapad-3-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-intel-integrated-iris-xe-15iau7-gaming-laptop/p/itmb696704ad257e?pid=COMGHA9RYJRG8JE6&lid=LSTCOMGHA9RYJRG8JE6DAGDGQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_92&otracker=search&fm=organic&iid=en_JWLa8k43QhBWxxKXQR5irruDU6GUtfam4%2F6AL1Zs1ijcykqozX7Rc%2BxuKKDhngIhifEKlTERv40Z1E2V5nuvlg%3D%3D&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
92,acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹1,08,990",/acer-predator-helios-300-core-i9-11th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-ph315-54-gaming-laptop/p/itm3732fbcde4762?pid=COMGBNUHUUUFHH4Q&lid=LSTCOMGBNUHUUUFHH4QQIMPUN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_93&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMGBNUHUUUFHH4Q.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
93,MSI Sword 15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,"₹85,890",/msi-sword-15-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-144-hz-a12ud-471in-gaming-laptop/p/itmc384d276b42b2?pid=COMGEY8WZREVKB2R&lid=LSTCOMGEY8WZREVKB2R2HVPBM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_94&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMGEY8WZREVKB2R.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
94,ASUS Vivobook Ultra 14 (2022) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K413EA-EB522WS Thi...,"₹51,990",/asus-vivobook-ultra-14-2022-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-k413ea-eb522ws-thin-light-laptop/p/itm4048fee4ee711?pid=COMGCXD7N6KYYH2K&lid=LSTCOMGCXD7N6KYYH2K3GN9BC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_95&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMGCXD7N6KYYH2K.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
95,Lenovo IdeaPad Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,"₹58,990",/lenovo-ideapad-gaming-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-81y4019ein-81y401bhin-laptop/p/itm0e542b2a6f95c?pid=COMG3HHRMGSUZATZ&lid=LSTCOMG3HHRMGSUZATZHSVRV1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_96&otracker=search&fm=organic&iid=en_JWLa8k43QhBWxxKXQR5irruDU6GUtfam4%2F6AL1Zs1ih16cVF8XTAcYdOVXu7KknCvXREnMQfo0A81lstS7FaOg%3D%3D&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
96,acer Extensa Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) EX 215-54 Thin and Light Laptop,"₹28,990",/acer-extensa-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-ex-215-54-thin-light-laptop/p/itm250fbb84e17e7?pid=COMGGYEBHVBR8EVN&lid=LSTCOMGGYEBHVBR8EVNRJAVBG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_97&otracker=search&fm=organic&iid=818b6030-3b01-49c6-8fcc-dec41cbef475.COMGGYEBHVBR8EVN.SEARCH&ppt=None&ppn=None&ssid=m1knyvhab40000001663996558633&qH=c06ea84a1e3dc3c6
97,HP Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1560AU Thin and Light Laptop,"₹35,890",/hp-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-15s-eq1560au-thin-light-laptop/p/itmd282d5968dfec?pid=COMGGFZHCHFBCHXX&lid=LSTCOMGGFZHCHFBCHXXX07GJZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_98&otracker=search&fm=organic&iid=818b6030-3b01-49c6-8fcc-dec41cbef475.COMGGFZHCHFBCHXX.SEARCH&ppt=None&ppn=None&ssid=m1knyvhab40000001663996558633&qH=c06ea84a1e3dc3c6
98,MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-639IN Notebook,"₹40,890",/msi-modern-14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-b10mw-639in-notebook/p/itm9771296f748c4?pid=COMG483F5X8GDQSP&lid=LSTCOMG483F5X8GDQSPM5QHSD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_99&otracker=search&fm=organic&iid=818b6030-3b01-49c6-8fcc-dec41cbef475.COMG483F5X8GDQSP.SEARCH&ppt=None&ppn=None&ssid=m1knyvhab40000001663996558633&qH=c06ea84a1e3dc3c6
99,Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹46,990",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_100&otracker=search&fm=organic&iid=en_H8Nn6YLAXsIo12i%2BMk8lEb3uk7N0kMX5v3UJGfNPck4sWq5T5DLAXnQX4ZSumRLsIISCW0zrU1nCJjOd%2FRaRgA%3D%3D&ppt=None&ppn=None&ssid=m1knyvhab40000001663996558633&qH=c06ea84a1e3dc3c6
100,ASUS Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) X515EA-BR391WS Laptop,"₹31,647",/asus-core-i3-11th-gen-8-gb-1-tb-hdd-windows-11-home-x515ea-br391ws-laptop/p/itm6bdb47a4758f1?pid=COMGGGYSVWRA7W7Z&lid=LSTCOMGGGYSVWRA7W7ZRSFSZC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_101&otracker=search&fm=organic&iid=818b6030-3b01-49c6-8fcc-dec41cbef475.COMGGGYSVWRA7W7Z.SEARCH&ppt=None&ppn=None&ssid=m1knyvhab40000001663996558633&qH=c06ea84a1e3dc3c6
101,realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,"₹31,890",/realme-book-slim-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-rmnb1001-thin-light-laptop/p/itm8d94b3e864946?pid=COMGHU6BNPYZZAGY&lid=LSTCOMGHU6BNPYZZAGYG6PTNI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_102&otracker=search&fm=organic&iid=818b6030-3b01-49c6-8fcc-dec41cbef475.COMGHU6BNPYZZAGY.SEARCH&ppt=None&ppn=None&ssid=m1knyvhab40000001663996558633&qH=c06ea84a1e3dc3c6
102,acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹91,990",/acer-predator-helios-300-core-i7-10th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-ph315-53-gaming-laptop/p/itmb2022d3889ada?pid=COMGFH8KHCHZBHDQ&lid=LSTCOMGFH8KHCHZBHDQMC4B4U&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_103&otracker=search&fm=organic&iid=818b6030-3b01-49c6-8fcc-dec41cbef475.COMGFH8KHCHZBHDQ.SEARCH&ppt=None&ppn=None&ssid=m1knyvhab40000001663996558633&qH=c06ea84a1e3dc3c6
103,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"₹33,990",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-thin-light-laptop/p/itm0e009f57a591b?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_104&otracker=search&fm=organic&iid=en_H8Nn6YLAXsIo12i%2BMk8lEb3uk7N0kMX5v3UJGfNPck4lWVdM6ZUZv2NzCWmZM9WdL5jhQWpdvx1OYmo5B%2BTaig%3D%3D&ppt=None&ppn=None&ssid=m1knyvhab40000001663996558633&qH=c06ea84a1e3dc3c6
104,realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,"₹34,899",/realme-book-slim-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-rmnb1001-thin-light-laptop/p/itm63278eae4e867?pid=COMG5YDPE6KHFFK6&lid=LSTCOMG5YDPE6KHFFK6TDC2UE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_5_105&otracker=search&fm=organic&iid=818b6030-3b01-49c6-8fcc-dec41cbef475.COMG5YDPE6KHFFK6.SEARCH&ppt=None&ppn=None&ssid=m1knyvhab40000001663996558633&qH=c06ea84a1e3dc3c6
105,Lenovo Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 15IGL05 Thin and Light Laptop,"₹24,890",/lenovo-celeron-dual-core-8-gb-256-gb-ssd-windows-11-home-15igl05-thin-light-laptop/p/itmb97a362fbc301?pid=COMGHNMAMVAGBW35&lid=LSTCOMGHNMAMVAGBW35T7SPO0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_106&otracker=search&fm=organic&iid=818b6030-3b01-49c6-8fcc-dec41cbef475.COMGHNMAMVAGBW35.SEARCH&ppt=None&ppn=None&ssid=m1knyvhab40000001663996558633&qH=c06ea84a1e3dc3c6
106,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L322...,"₹41,990",/asus-vivobook-ultra-k15-oled-core-i3-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-k513ea-l322ws-thin-light-laptop/p/itm7495291b310b7?pid=COMGD2ZRVXYM4QPW&lid=LSTCOMGD2ZRVXYM4QPWJLR4JR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_107&otracker=search&fm=organic&iid=818b6030-3b01-49c6-8fcc-dec41cbef475.COMGD2ZRVXYM4QPW.SEARCH&ppt=None&ppn=None&ssid=m1knyvhab40000001663996558633&qH=c06ea84a1e3dc3c6
107,ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹54,890",/asus-tuf-gaming-a15-ryzen-5-hexa-core-amd-r5-4600h-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fa506ihrz-hn112w-laptop/p/itm20d472c5059c0?pid=COMGGJZFJRZY45WX&lid=LSTCOMGGJZFJRZY45WXD02LFG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_108&otracker=search&fm=organic&iid=en_H8Nn6YLAXsIo12i%2BMk8lEb3uk7N0kMX5v3UJGfNPck5mNl9yQhEFZ8ZlmperfAUKDgM%2Fy%2BpZK%2BFBmxUGjT0Reg%3D%3D&ppt=None&ppn=None&ssid=m1knyvhab40000001663996558633&qH=c06ea84a1e3dc3c6
108,ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L302WS Thin ...,"₹42,890",/asus-vivobook-k15-oled-2022-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-k513ea-l302ws-thin-light-laptop/p/itmb768764e55ddd?pid=COMG87FFTTGFCKBS&lid=LSTCOMG87FFTTGFCKBS21FXQR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_109&otracker=search&fm=organic&iid=818b6030-3b01-49c6-8fcc-dec41cbef475.COMG87FFTTGFCKBS.SEARCH&ppt=None&ppn=None&ssid=m1knyvhab40000001663996558633&qH=c06ea84a1e3dc3c6
109,MSI Crosshair 15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...,"₹1,16,890",/msi-crosshair-15-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-b12uez-897in-gaming-laptop/p/itmd196e45647125?pid=COMGGZ23YABHSNDH&lid=LSTCOMGGZ23YABHSNDHKUD5XA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_110&otracker=search&fm=organic&iid=818b6030-3b01-49c6-8fcc-dec41cbef475.COMGGZ23YABHSNDH.SEARCH&ppt=None&ppn=None&ssid=m1knyvhab40000001663996558633&qH=c06ea84a1e3dc3c6
